symbol,volatility,max_drawdown,autocorr,hurst,days,norm_vol,norm_dd,norm_autocorr,norm_hurst,composite_score,risk_class
AMD,0.5491274955580068,0.9411401425642644,-0.05194573680262516,1.0211188241807876,1509,0.5596277615571964,0.9528125193514754,0.5420955894659332,0.8152603574749128,0.699640014068999,High
AME,0.27234771897932614,0.6561423736157073,-0.11064386805041185,1.010196770219977,1509,0.11182035792275834,0.5008729996850172,0.3397857725833122,0.5767663553837826,0.3206238331296492,Low
AMGN,0.24918909546157353,0.5164292088829467,-0.08825703460558977,0.9989859141848454,1509,0.07435156884638533,0.27932073703624594,0.41694455223312377,0.3319660703568437,0.23012236613173703,Low
AMP,0.39055607509274054,0.7978191272485918,-0.1786064667039392,1.0187247864441267,1509,0.3030719648623114,0.7255390531105318,0.10554491012006938,0.7629841424862186,0.4362978981507199,Medium
AMT,0.2835284989235916,0.5908157187906768,-0.07316616686816241,1.006882907465924,1509,0.12990996005821717,0.39728026942624145,0.4689569523497612,0.5044048386369658,0.3153799391848081,Low
AMZN,0.35425510055364795,0.6813510073211242,-0.03585229976767319,0.9998627456361651,1509,0.24433990951241552,0.5408479715955175,0.5975634592318193,0.3511125644810206,0.4146143035780874,Medium
AON,0.2597353978485153,0.6381085933665629,-0.04818489340902907,0.9890985015238751,1509,0.09141463735600794,0.4722756600860539,0.5550577659800505,0.11606449870169856,0.3008665560343993,Low
APA,0.8008663421938952,0.923378436740458,0.06528166068008025,1.0189667878878996,1509,0.9669209558050754,0.9246466258847202,0.9461332106678281,0.7682684867171053,0.9302158608927225,High
APD,0.27852936709263754,0.5821776417366336,-0.10497339894944045,1.0097575546516355,1509,0.12182176707924265,0.38358230817886463,0.3593296923141357,0.5671756429545689,0.2923869020436405,Low
ATO,0.24190468256673733,0.4489838979620544,-0.05411337382692593,1.0050676808453178,1509,0.06256597502244307,0.1723683158513455,0.5346245807620434,0.4647675448638268,0.23013855540317227,Low
AVB,0.28360175073121746,0.5632162320483762,-0.04616092203055823,1.0029584790963748,1509,0.13002847558774733,0.35351396617631115,0.5620336146186653,0.41871100933232686,0.312343403944958,Low
AVGO,0.3707601233597046,0.8706475377841943,-0.13166550093112037,1.011319644053041,1509,0.2710437081102381,0.8410278058715153,0.2673323126815511,0.6012854316721551,0.4743208307090755,High
AWK,0.25970289829518417,0.6220282746314518,0.023394161056272476,1.0052289930780482,1509,0.09136205569423919,0.4467760516082716,0.8017631566572426,0.4682899592474376,0.37775926501636947,Medium
AXP,0.3534275654422621,0.662094583136827,-0.06595178854743186,1.0200490618814018,1509,0.24300102430112308,0.510311805896916,0.4938221316316652,0.7919010247905868,0.42824848029491575,Medium
AZO,0.28769316940938905,0.7820349905287385,-0.09596672015781904,1.0001327479889606,1509,0.13664806173707217,0.7005091197400434,0.39037223997824416,0.3570083366428569,0.37858724227677637,Medium
BA,0.48393865589787455,0.6470522631801268,0.05143207532609463,1.0028692382490445,1509,0.4541574652985858,0.4864582196706766,0.8983990321292105,0.4167623459301705,0.5489564930394965,High
